CVE_AGEB,NOM_MUN,VIVPAR_DES,VIVTOT,TVIVPAR,VIVPAR_HAB,VPH_PISOTI,VPH_NODREN,VPH_S_ELEC,VPH_SNBIEN,VPH_1CUART,VPH_LETR,PRO_OCUP_C,VPH_INTER,VPH_AUTOM,VPH_PC,VPH_REFRI,GRAPROES,n_bancos,n_cafes,n_inmobiliarias,n_empenos,n_usados,n_yonques
2601800013606,Cajeme,81.0,388,388.0,293.0,,,,0.0,0.0,,1.08,155.0,137.0,102.0,273.0,10.35,0,0,0,0,0,0
2601800013610,Cajeme,20.0,187,183.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,97.0,66.0,59.0,152.0,10.68,0,0,0,0,0,0
2601800013625,Cajeme,123.0,426,422.0,294.0,0.0,0.0,,3.0,,0.0,1.05,67.0,99.0,75.0,265.0,9.38,0,0,0,0,0,0
2601800013644,Cajeme,29.0,280,268.0,236.0,,0.0,0.0,,0.0,0.0,1.04,112.0,100.0,70.0,231.0,10.25,0,1,0,0,0,0
2601800013659,Cajeme,19.0,106,106.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,70.0,70.0,70.0,77.0,14.57,0,0,0,0,0,0
2601800013663,Cajeme,184.0,1081,1073.0,850.0,0.0,0.0,3.0,5.0,,0.0,1.11,423.0,372.0,262.0,789.0,10.36,0,3,0,0,0,0
2601800013678,Cajeme,54.0,126,123.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,67.0,65.0,64.0,67.0,14.89,0,0,0,0,0,0
2601800013752,Cajeme,37.0,294,294.0,237.0,0.0,0.0,0.0,,0.0,0.0,0.99,113.0,116.0,62.0,221.0,10.96,0,0,0,0,0,0
2601800013767,Cajeme,52.0,295,295.0,227.0,0.0,0.0,0.0,4.0,,0.0,0.84,165.0,165.0,128.0,222.0,12.61,0,0,0,0,0,0
2601800013771,Cajeme,41.0,327,327.0,243.0,,0.0,0.0,0.0,0.0,0.0,0.8,214.0,225.0,201.0,243.0,15.04,0,0,0,0,0,0
2601800013786,Cajeme,13.0,72,72.0,58.0,,0.0,0.0,3.0,0.0,0.0,1.01,24.0,19.0,8.0,47.0,9.65,0,0,0,0,0,0
2601800013790,Cajeme,5.0,76,74.0,67.0,0.0,0.0,,,0.0,0.0,1.06,52.0,40.0,29.0,65.0,10.74,0,0,0,0,0,0
2601800013803,Cajeme,23.0,334,313.0,287.0,3.0,0.0,0.0,0.0,0.0,0.0,0.66,304.0,302.0,275.0,308.0,15.02,0,0,0,0,0,0
2601800013818,Cajeme,5.0,12,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,7.0,7.0,6.0,7.0,15.14,0,0,0,0,0,0
2601800013822,Cajeme,14.0,84,84.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,64.0,66.0,62.0,66.0,15.32,0,1,0,0,0,0
2601800013837,Cajeme,28.0,211,211.0,168.0,0.0,0.0,0.0,,0.0,0.0,0.67,113.0,102.0,61.0,153.0,10.95,0,0,0,0,0,0
2601800013841,Cajeme,23.0,185,185.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,103.0,112.0,82.0,143.0,12.79,0,0,0,0,0,0
2601800013856,Cajeme,21.0,175,175.0,143.0,0.0,0.0,0.0,,0.0,0.0,1.04,61.0,58.0,29.0,128.0,9.84,0,0,0,0,0,0
2601800013860,Cajeme,32.0,207,205.0,168.0,0.0,,,3.0,0.0,0.0,1.01,38.0,67.0,27.0,142.0,9.85,0,0,0,0,0,0
2601800013875,Cajeme,18.0,190,186.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,43.0,70.0,43.0,142.0,10.01,0,0,0,0,0,0
260180001388A,Cajeme,,58,58.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,20.0,31.0,9.0,45.0,12.63,0,0,0,0,0,0
2601800013894,Cajeme,,26,23.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,23.0,25.0,20.0,25.0,15.42,0,0,0,0,0,0
2601800013907,Cajeme,28.0,94,92.0,64.0,4.0,0.0,0.0,3.0,6.0,0.0,1.27,6.0,20.0,5.0,56.0,8.98,0,1,0,0,0,0
2601800013911,Cajeme,13.0,31,31.0,18.0,,,,3.0,4.0,0.0,1.5,,3.0,,15.0,7.9,0,0,0,0,0,0
2601800013926,Cajeme,25.0,190,190.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,88.0,97.0,71.0,154.0,11.16,0,0,0,0,0,0
2601800013930,Cajeme,70.0,273,273.0,196.0,,0.0,0.0,3.0,0.0,0.0,1.0,45.0,75.0,35.0,172.0,9.8,0,0,0,0,0,0
2601800013945,Cajeme,31.0,236,232.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,185.0,182.0,168.0,195.0,14.93,0,0,0,0,0,0
260180001395A,Cajeme,10.0,44,44.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,23.0,16.0,13.0,29.0,11.94,0,0,0,0,0,0
2601800013964,Cajeme,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2601800013979,Cajeme,53.0,318,314.0,246.0,,0.0,,5.0,0.0,0.0,0.97,61.0,103.0,50.0,215.0,9.62,0,0,0,0,0,0
2601800013983,Cajeme,4.0,24,24.0,20.0,,0.0,0.0,0.0,0.0,0.0,0.61,19.0,20.0,18.0,20.0,15.19,0,0,0,0,0,0
2601800014002,Cajeme,19.0,141,134.0,115.0,,0.0,0.0,0.0,0.0,0.0,1.06,78.0,73.0,59.0,120.0,11.44,0,0,0,0,0,0
2601800014040,Cajeme,68.0,586,584.0,468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,377.0,410.0,336.0,465.0,13.87,0,0,0,0,0,0
260180001406A,Cajeme,43.0,423,401.0,350.0,0.0,0.0,0.0,,0.0,0.0,0.98,205.0,218.0,150.0,360.0,11.24,2,0,0,0,0,0
2601800014074,Cajeme,39.0,440,400.0,354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,374.0,372.0,336.0,393.0,15.13,0,0,0,0,0,0
2601800014089,Cajeme,8.0,71,67.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,61.0,60.0,58.0,63.0,15.55,0,0,0,0,0,0
2601800014093,Cajeme,19.0,109,105.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,38.0,32.0,20.0,82.0,10.04,0,1,0,0,0,0
2601800014106,Cajeme,3.0,12,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,8.0,8.0,7.0,8.0,13.67,0,0,0,0,0,0
2601800014110,Cajeme,17.0,232,213.0,193.0,,0.0,0.0,0.0,,0.0,0.69,206.0,207.0,190.0,212.0,14.93,0,0,0,0,0,0
2601800014125,Cajeme,29.0,346,345.0,288.0,0.0,0.0,0.0,0.0,,0.0,0.96,165.0,180.0,111.0,282.0,11.24,0,1,0,0,0,0
260180001413A,Cajeme,12.0,147,147.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,73.0,83.0,66.0,128.0,11.16,0,0,0,0,0,0
2601800014144,Cajeme,56.0,217,210.0,148.0,0.0,0.0,0.0,4.0,0.0,0.0,1.09,54.0,61.0,37.0,141.0,9.77,0,0,0,0,0,0
2601800014159,Cajeme,0.0,30,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,7.0,17.0,10.0,30.0,10.85,0,0,0,0,0,0
2601800014163,Cajeme,154.0,347,347.0,176.0,,0.0,0.0,0.0,0.0,0.0,0.61,169.0,168.0,146.0,175.0,15.62,0,0,0,0,0,0
2601800014178,Cajeme,9.0,73,73.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21,32.0,39.0,24.0,58.0,10.95,0,0,0,0,0,0
2601800014182,Cajeme,90.0,565,493.0,401.0,,0.0,0.0,,0.0,0.0,0.95,312.0,343.0,258.0,462.0,12.46,0,1,1,0,0,0
2601800014197,Cajeme,4.0,32,30.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,26.0,27.0,26.0,26.0,15.24,0,0,0,0,0,0
260180001420A,Cajeme,35.0,142,131.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,107.0,105.0,104.0,107.0,15.55,0,0,0,0,0,0
2601800014214,Cajeme,19.0,55,55.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,29.0,30.0,29.0,30.0,16.04,0,0,0,0,0,0
2601800014229,Cajeme,,3,,,,,,,,,,,,,,,0,1,0,0,0,0
2601800014233,Cajeme,159.0,200,199.0,38.0,0.0,0.0,0.0,0.0,,0.0,0.68,25.0,31.0,29.0,36.0,11.64,0,0,0,0,0,0
2601800014248,Cajeme,54.0,104,104.0,42.0,0.0,0.0,3.0,0.0,0.0,0.0,0.89,10.0,11.0,7.0,35.0,9.43,0,0,0,0,0,0
2601800014252,Cajeme,,1,,,,,,,,,,,,,,,0,0,0,0,0,0
2601800014267,Cajeme,6.0,59,59.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,27.0,32.0,20.0,51.0,10.7,0,0,0,0,0,0
2601800014271,Cajeme,4.0,68,58.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,30.0,39.0,29.0,59.0,10.69,0,0,0,0,0,0
2601800014286,Cajeme,6.0,44,43.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,12.0,17.0,10.0,36.0,10.47,0,0,0,0,0,0
2601800014303,Cajeme,85.0,557,555.0,447.0,0.0,0.0,0.0,0.0,,0.0,0.87,277.0,331.0,263.0,439.0,12.53,0,1,0,0,0,0
2601800014318,Cajeme,49.0,395,361.0,308.0,,0.0,0.0,15.0,0.0,0.0,0.77,121.0,157.0,82.0,319.0,10.11,0,0,0,0,0,0
2601800014322,Cajeme,,2,,,,,,,,,,,,,,,0,0,0,0,0,0
2601800014337,Cajeme,170.0,888,884.0,706.0,,0.0,,0.0,,0.0,0.89,405.0,430.0,271.0,673.0,11.78,0,0,0,0,0,0
2601800014341,Cajeme,3.0,66,66.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,27.0,36.0,19.0,61.0,10.98,0,0,0,0,0,0
2601800014356,Cajeme,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2601800014375,Cajeme,85.0,387,387.0,269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,250.0,261.0,232.0,269.0,15.06,0,0,0,0,0,0
2601800014407,Cajeme,5.0,69,61.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,32.0,41.0,21.0,62.0,11.27,0,0,0,0,0,0
2601800014411,Cajeme,4.0,21,20.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,9.0,7.0,6.0,14.0,10.63,0,0,0,0,0,0
2601800014426,Cajeme,28.0,138,138.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,72.0,79.0,42.0,109.0,13.17,0,0,0,0,0,0
2601800014430,Cajeme,4.0,57,57.0,53.0,,0.0,0.0,0.0,0.0,0.0,1.13,22.0,22.0,11.0,51.0,10.37,0,0,0,0,0,0
2601800014445,Cajeme,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
260180001445A,Cajeme,7.0,86,74.0,67.0,0.0,0.0,0.0,,0.0,0.0,0.7,29.0,37.0,16.0,76.0,10.58,0,0,0,0,0,0
2601800014464,Cajeme,15.0,54,54.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,27.0,36.0,22.0,39.0,13.69,0,0,0,0,0,0
2601800014479,Cajeme,9.0,84,77.0,68.0,,0.0,,,0.0,0.0,1.1,39.0,33.0,24.0,74.0,10.85,0,0,0,0,0,0
2601800014483,Cajeme,37.0,399,363.0,324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,138.0,182.0,122.0,351.0,11.21,0,0,0,0,0,0
2601800014498,Cajeme,58.0,418,418.0,332.0,,0.0,0.0,0.0,,0.0,0.84,208.0,242.0,192.0,322.0,12.68,0,2,0,0,0,0
2601800014500,Cajeme,249.0,1434,1350.0,1026.0,,0.0,,,,0.0,0.84,682.0,780.0,556.0,1088.0,12.59,0,0,0,0,0,0
2601800014515,Cajeme,38.0,48,47.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,6.0,10.0,8.0,10.0,13.17,0,0,0,0,0,0
260180001452A,Cajeme,9.0,232,212.0,203.0,3.0,0.0,0.0,,0.0,0.0,0.9,102.0,109.0,64.0,220.0,10.59,0,0,0,0,0,0
2601800014534,Cajeme,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2601800014549,Cajeme,8.0,52,44.0,36.0,0.0,0.0,0.0,,0.0,0.0,1.22,16.0,12.0,9.0,39.0,9.8,0,0,0,0,0,0
2601800014553,Cajeme,127.0,423,395.0,265.0,0.0,0.0,0.0,0.0,,0.0,1.09,108.0,113.0,65.0,287.0,10.39,0,0,0,0,0,0
2601800014568,Cajeme,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2601800014572,Cajeme,6.0,10,7.0,,0.0,0.0,0.0,0.0,,0.0,0.77,,3.0,3.0,4.0,13.38,0,0,0,0,0,0
2601800014587,Cajeme,101.0,499,478.0,370.0,,0.0,0.0,0.0,0.0,0.0,0.6,384.0,384.0,342.0,391.0,15.07,0,0,0,0,0,0
2601800014591,Cajeme,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0
2601800014604,Cajeme,181.0,436,386.0,201.0,,0.0,0.0,0.0,,0.0,0.96,139.0,138.0,100.0,244.0,11.55,0,0,0,0,0,0
2601800932716,Cajeme,38.0,373,373.0,320.0,7.0,3.0,,4.0,14.0,5.0,0.99,141.0,131.0,79.0,296.0,9.08,0,1,0,0,0,0
2601800932720,Cajeme,35.0,389,389.0,335.0,26.0,12.0,4.0,4.0,29.0,8.0,1.03,114.0,129.0,70.0,299.0,9.19,0,2,0,0,0,0
260180284192A,Cajeme,25.0,505,505.0,469.0,23.0,6.0,6.0,6.0,43.0,12.0,1.1,116.0,179.0,74.0,407.0,8.22,0,1,0,0,0,0
2601802841934,Cajeme,49.0,543,543.0,478.0,,0.0,,0.0,3.0,,0.77,344.0,359.0,268.0,474.0,12.12,0,1,0,0,0,0
2601802841949,Cajeme,45.0,392,391.0,341.0,7.0,6.0,4.0,4.0,9.0,4.0,0.84,134.0,165.0,84.0,317.0,9.39,0,2,0,0,0,0
2601802842078,Cajeme,56.0,421,420.0,341.0,,,0.0,5.0,9.0,,0.71,182.0,209.0,148.0,318.0,10.89,0,7,0,0,0,0
2601802842082,Cajeme,65.0,564,564.0,481.0,15.0,7.0,5.0,,35.0,12.0,0.94,178.0,207.0,110.0,434.0,8.94,0,1,0,0,0,0
260180284235A,Cajeme,,6,6.0,4.0,3.0,0.0,0.0,0.0,3.0,0.0,2.6,0.0,,0.0,3.0,7.0,0,0,0,0,0,0
2601802842453,Cajeme,,3,,,,,,,,,,,,,,,0,0,0,0,0,0
2601802842650,Cajeme,,4,,,,,,,,,,,,,,,0,0,0,0,0,0
2601802843235,Cajeme,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2601802843381,Cajeme,3.0,31,31.0,27.0,3.0,0.0,0.0,,8.0,,1.29,0.0,9.0,0.0,22.0,6.23,0,0,0,0,0,0
2601802843998,Cajeme,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
260180284438A,Cajeme,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2601803110851,Cajeme,116.0,1122,1119.0,990.0,13.0,14.0,11.0,13.0,42.0,10.0,0.87,432.0,449.0,278.0,915.0,9.25,0,2,0,0,0,0
2601803110866,Cajeme,95.0,798,797.0,679.0,5.0,6.0,5.0,4.0,18.0,6.0,0.73,388.0,378.0,277.0,661.0,10.22,0,4,0,0,0,0
2601803110885,Cajeme,106.0,935,932.0,796.0,8.0,6.0,4.0,4.0,11.0,,0.76,452.0,487.0,331.0,774.0,10.14,0,2,0,0,0,0
2601803111296,Cajeme,115.0,714,713.0,583.0,7.0,9.0,,,12.0,8.0,0.78,361.0,364.0,251.0,569.0,10.16,0,1,0,0,0,0
2601803112114,Cajeme,63.0,818,817.0,732.0,15.0,6.0,,7.0,32.0,9.0,0.99,332.0,362.0,247.0,691.0,9.41,0,4,0,0,0,0
2601803112129,Cajeme,66.0,374,371.0,296.0,,,,,,,0.65,184.0,189.0,147.0,286.0,11.29,1,2,0,0,0,0
2601803112237,Cajeme,21.0,221,221.0,196.0,17.0,0.0,4.0,5.0,23.0,3.0,1.18,70.0,77.0,35.0,169.0,8.15,0,0,0,0,0,0
2601803112241,Cajeme,187.0,1257,1241.0,1017.0,,0.0,,,10.0,0.0,1.01,706.0,659.0,522.0,1016.0,11.56,0,1,0,0,0,0
2601803112256,Cajeme,133.0,1173,1145.0,985.0,5.0,,3.0,4.0,3.0,9.0,0.97,707.0,622.0,523.0,985.0,11.55,1,0,0,0,0,0
2601803112260,Cajeme,124.0,1158,1149.0,994.0,,,,,5.0,0.0,0.95,630.0,576.0,441.0,982.0,11.16,2,0,0,0,0,0
2601803112275,Cajeme,14.0,131,131.0,113.0,3.0,0.0,,,4.0,,1.06,43.0,56.0,26.0,107.0,9.83,0,0,0,0,0,0
260180311228A,Cajeme,16.0,183,182.0,159.0,,,0.0,3.0,0.0,,1.27,79.0,74.0,42.0,146.0,9.98,0,0,0,0,0,0
2601803112294,Cajeme,3.0,23,19.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,12.0,12.0,10.0,16.0,12.72,0,0,0,0,0,0
2601803112307,Cajeme,5.0,23,23.0,18.0,,,0.0,0.0,0.0,0.0,1.16,7.0,9.0,6.0,18.0,8.91,0,1,0,0,0,0
2601803112330,Cajeme,5.0,48,48.0,42.0,0.0,0.0,0.0,0.0,,0.0,1.12,25.0,14.0,12.0,41.0,10.02,0,0,0,0,0,0
2601803112364,Cajeme,6.0,49,48.0,41.0,0.0,0.0,0.0,,0.0,0.0,0.78,30.0,31.0,30.0,41.0,12.44,0,0,0,0,0,0
2601803112472,Cajeme,3.0,22,22.0,18.0,,0.0,0.0,0.0,,0.0,1.19,4.0,9.0,4.0,15.0,9.72,0,0,0,0,0,0
2601803112487,Cajeme,51.0,323,323.0,262.0,17.0,10.0,8.0,4.0,26.0,9.0,1.23,60.0,118.0,46.0,238.0,8.76,0,1,0,0,0,0
2601803112491,Cajeme,186.0,1568,1560.0,1341.0,0.0,0.0,6.0,3.0,,0.0,0.98,914.0,837.0,676.0,1306.0,11.49,0,2,0,0,0,0
2601803112504,Cajeme,49.0,235,226.0,171.0,0.0,0.0,,,,0.0,1.0,123.0,116.0,92.0,171.0,11.19,0,0,0,0,0,0
2601803112595,Cajeme,18.0,105,100.0,78.0,0.0,0.0,0.0,0.0,4.0,0.0,1.2,60.0,37.0,26.0,77.0,9.9,0,0,0,0,0,0
2601803112665,Cajeme,5.0,130,129.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,80.0,80.0,63.0,110.0,11.21,0,1,0,0,0,0
260180311267A,Cajeme,,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2601803112684,Cajeme,94.0,517,512.0,414.0,0.0,0.0,,4.0,6.0,0.0,1.05,256.0,205.0,150.0,395.0,10.27,0,3,0,0,0,0
2601803113080,Cajeme,35.0,442,441.0,390.0,0.0,0.0,0.0,0.0,,0.0,1.12,232.0,192.0,152.0,369.0,10.29,0,1,0,0,0,0
2601803113095,Cajeme,35.0,319,309.0,267.0,,0.0,0.0,0.0,0.0,0.0,0.94,171.0,132.0,99.0,269.0,11.22,5,1,0,0,0,0
2601803113108,Cajeme,43.0,418,413.0,365.0,,0.0,0.0,,0.0,0.0,1.19,192.0,151.0,115.0,349.0,10.05,0,2,0,0,0,0
2601803113112,Cajeme,,13,13.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,3.0,6.0,,9.0,10.05,0,0,0,0,0,0
2601803113127,Cajeme,,2,,,,,,,,,,,,,,,0,0,0,0,0,0
2601803113131,Cajeme,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2601803113146,Cajeme,,1,,,,,,,,,,,,,,,0,0,0,0,0,0
2601803113150,Cajeme,4.0,17,17.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,6.0,10.0,4.0,12.0,10.91,0,0,0,0,0,0
2601803113377,Cajeme,35.0,403,375.0,340.0,,0.0,0.0,,0.0,0.0,1.16,185.0,143.0,88.0,354.0,9.8,0,1,0,0,0,0
2601803113540,Cajeme,10.0,130,119.0,109.0,0.0,0.0,0.0,0.0,,0.0,1.1,71.0,42.0,38.0,117.0,9.73,0,4,0,0,0,0
2601803113682,Cajeme,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0
2601803113697,Cajeme,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
260180311370A,Cajeme,3.0,53,48.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,28.0,18.0,11.0,48.0,8.88,0,0,0,0,0,0
2601803114021,Cajeme,,7,7.0,6.0,,0.0,,0.0,0.0,0.0,1.47,0.0,,0.0,4.0,6.73,0,0,0,0,0,0
2601803114036,Cajeme,,1,,,,,,,,,,,,,,,0,0,0,0,0,0
2601803114290,Cajeme,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2601803114360,Cajeme,0.0,3,3.0,3.0,0.0,,0.0,0.0,0.0,,0.89,0.0,,0.0,3.0,7.43,0,0,0,0,0,0
2601803114394,Cajeme,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2601803341328,Cajeme,158.0,1102,1102.0,907.0,9.0,13.0,4.0,3.0,16.0,7.0,0.87,419.0,484.0,320.0,872.0,9.63,0,3,1,0,0,0
2601803341332,Cajeme,134.0,1128,1128.0,987.0,7.0,6.0,,,14.0,4.0,1.0,447.0,504.0,325.0,951.0,9.49,0,2,0,0,0,0
2601803342345,Cajeme,14.0,151,151.0,137.0,3.0,0.0,0.0,0.0,7.0,4.0,1.18,51.0,59.0,23.0,131.0,9.29,0,0,0,0,0,0
2601803342519,Cajeme,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2601803342699,Cajeme,16.0,125,125.0,108.0,,0.0,,0.0,8.0,0.0,1.15,50.0,51.0,27.0,104.0,9.67,0,0,0,0,0,0
2601803343714,Cajeme,36.0,213,213.0,174.0,16.0,8.0,3.0,,14.0,6.0,1.22,32.0,75.0,36.0,161.0,9.02,0,0,0,0,0,0
2601803343729,Cajeme,,52,52.0,49.0,,0.0,0.0,0.0,0.0,0.0,1.16,18.0,18.0,15.0,48.0,9.19,0,0,0,0,0,0
2601803641900,Cajeme,7.0,98,97.0,89.0,8.0,,,0.0,7.0,,1.02,31.0,36.0,27.0,87.0,9.53,0,0,0,0,0,0
2601803642097,Cajeme,70.0,709,709.0,619.0,7.0,3.0,5.0,0.0,23.0,,0.91,283.0,284.0,217.0,588.0,9.83,0,6,0,0,0,0
260180364210A,Cajeme,53.0,435,435.0,372.0,7.0,,,3.0,13.0,,0.92,162.0,186.0,131.0,352.0,9.89,0,1,0,0,0,0
2601803642523,Cajeme,,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2601803642538,Cajeme,,2,,,,,,,,,,,,,,,0,0,0,0,0,0
2601803643076,Cajeme,4.0,46,46.0,40.0,,,0.0,0.0,,,1.08,13.0,24.0,14.0,39.0,10.0,0,0,0,0,0,0
2601803643165,Cajeme,5.0,22,22.0,14.0,3.0,3.0,,0.0,3.0,0.0,1.16,9.0,10.0,10.0,11.0,11.71,0,0,0,0,0,0
2601803643555,Cajeme,21.0,73,73.0,50.0,11.0,,0.0,,18.0,,1.61,8.0,14.0,8.0,47.0,8.93,0,0,0,0,0,0
2601803643733,Cajeme,,4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2601803643748,Cajeme,,2,,,,,,,,,,,,,,,0,0,0,0,0,0
2601803650461,Cajeme,112.0,963,960.0,821.0,22.0,61.0,13.0,11.0,54.0,28.0,1.07,214.0,311.0,133.0,742.0,9.05,0,3,0,0,0,0
260180403089A,Cajeme,83.0,663,661.0,566.0,14.0,15.0,5.0,7.0,19.0,7.0,0.91,185.0,274.0,115.0,524.0,9.23,0,1,0,0,0,0
2601804030902,Cajeme,87.0,476,476.0,369.0,,3.0,4.0,3.0,8.0,3.0,0.74,167.0,214.0,110.0,337.0,10.19,2,6,0,0,0,0
2601804030917,Cajeme,111.0,983,983.0,841.0,6.0,,,3.0,10.0,,0.85,379.0,464.0,261.0,808.0,9.7,3,6,0,0,0,0
2601804031309,Cajeme,156.0,1429,1429.0,1234.0,10.0,,8.0,7.0,29.0,0.0,0.98,447.0,560.0,278.0,1164.0,9.08,0,2,0,0,0,0
2601804031953,Cajeme,29.0,543,507.0,469.0,303.0,292.0,60.0,13.0,257.0,192.0,1.69,54.0,116.0,44.0,225.0,8.55,0,0,0,0,0,0
2601804032701,Cajeme,55.0,356,342.0,286.0,10.0,,3.0,0.0,37.0,,1.39,101.0,130.0,39.0,268.0,8.93,2,0,0,0,0,0
2601804034017,Cajeme,76.0,419,410.0,321.0,81.0,,8.0,7.0,52.0,6.0,1.45,30.0,104.0,37.0,273.0,8.97,0,0,0,0,0,0
2602900010997,Guaymas,192.0,646,642.0,438.0,,0.0,,,25.0,0.0,0.65,251.0,235.0,196.0,432.0,10.68,4,4,0,0,0,0
2602900011001,Guaymas,118.0,477,466.0,323.0,,,,,7.0,0.0,0.67,219.0,182.0,180.0,325.0,11.03,2,2,0,0,0,0
2602900011016,Guaymas,151.0,569,561.0,376.0,,,4.0,5.0,23.0,0.0,0.67,253.0,215.0,197.0,368.0,11.01,8,11,3,0,0,0
2602900011020,Guaymas,85.0,402,398.0,306.0,0.0,0.0,,,12.0,0.0,0.78,189.0,145.0,135.0,300.0,10.16,9,3,0,0,0,0
2602900011035,Guaymas,149.0,443,442.0,286.0,3.0,0.0,4.0,4.0,3.0,0.0,0.73,184.0,129.0,134.0,276.0,10.04,2,3,0,0,0,0
2602900011054,Guaymas,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0,0,0
